D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_57_872.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_57_872.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_57_872.jpg,0,0,0,4.977108
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_57_941.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_57_941.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_57_941.jpg,0,0,0,4.938763
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_008.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_008.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_008.jpg,0,0,0,4.910209
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_078.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_078.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_078.jpg,0,0,0,4.872407
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_147.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_147.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_147.jpg,0,0,0,4.843719
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_216.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_216.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_216.jpg,0,0,0,4.815211
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_284.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_284.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_284.jpg,0,0,0,4.777469
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_353.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_353.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_353.jpg,0,0,0,4.749362
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_423.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_423.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_423.jpg,0,0,0,4.712051
D:\Workspace\Python\sdc-tf2\images\IMG\center_2020_01_31_23_35_58_493.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\left_2020_01_31_23_35_58_493.jpg,D:\Workspace\Python\sdc-tf2\images\IMG\right_2020_01_31_23_35_58_493.jpg,0,0,0,4.68408
