D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_39_797.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_39_797.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_39_797.jpg,0,0,0,5.902264E-05
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_39_843.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_39_843.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_39_843.jpg,0,0,0,7.408774E-05
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_39_911.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_39_911.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_39_911.jpg,0,0,0,8.765749E-05
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_39_982.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_39_982.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_39_982.jpg,0,0,0,0.0001098454
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_056.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_056.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_056.jpg,0,0,0,0.0001330319
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_124.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_124.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_124.jpg,0,0,0,0.0001504304
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_193.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_193.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_193.jpg,0,0,0,0.0001678625
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_261.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_261.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_261.jpg,0,0,0,0.0001494047
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_329.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_329.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_329.jpg,0,0,0,0.000236791
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_396.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_396.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_396.jpg,0,0,0,2.518549E-05
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_465.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_465.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_465.jpg,0,0,0,4.698361E-05
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_532.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_532.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_532.jpg,0,0,0,4.772794E-05
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_601.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_601.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_601.jpg,0,0,0,8.913554E-05
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_669.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_669.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_669.jpg,0,0,0,2.73095E-06
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_816.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_816.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_816.jpg,0,0.1850175,0,0.1997681
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_883.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_883.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_883.jpg,0,0.1809861,0,0.3531441
D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\center_2020_08_20_13_06_40_949.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\left_2020_08_20_13_06_40_949.jpg,D:\TUAN\Workspace\Python\sdc-tf2\images\IMG\right_2020_08_20_13_06_40_949.jpg,0,0.1809861,0,0.4921977
